date,tdi,ipx,pbi,ipc,tc,tpm,int,exp3m
1996-01-01,58.9238830654716,42.0677881128845,,42.2522312572031,2.34715909090909,,13.17,
1996-02-01,58.5467234872872,41.6553342960684,,42.9002836819856,2.35359523809524,,10.47,
1996-03-01,58.6580578425282,42.4316749003117,,43.4923762718663,2.35528571428571,,10.08,
1996-04-01,60.876435451731,43.9434185356038,,43.87130378097,2.363875,,11.83,
1996-05-01,59.4869000881045,42.7199026140959,,44.1904664113681,2.40913636363636,,13.5,
1996-06-01,57.4802063337067,41.0378055743878,,44.3961623578029,2.43935,,12.9,
1996-07-01,56.1402866311049,40.1689992255638,,45.0061657332517,2.44436363636364,,13.87,
1996-08-01,55.0647528514445,39.8831855219239,,45.4221771437171,2.46535714285714,,12.2,
1996-09-01,55.7975389799376,40.0144752719347,,45.5694017874693,2.49040476190476,,11.2,
1996-10-01,58.8966231610641,42.1882102869445,,45.9041338516646,2.55370454545455,,14.44,
1996-11-01,55.314103310889,40.4761066755205,,46.1189535710152,2.5832,,14.66,
1996-12-01,57.8627662705939,42.132902602385,,46.6749433775806,2.58338095238095,,18.96,
1997-01-01,59.3665222416272,41.6565041547529,,46.8995048422897,2.62525,,13.19,
1997-02-01,61.5200995205187,42.6123765199469,,46.9412138160557,2.638125,,17.65,
1997-03-01,63.0524172278182,42.7345346846544,,47.5392549114592,2.63315789473684,,14.68,
1997-04-01,61.4497039519797,41.6658820001608,,47.7233502907981,2.66086363636364,,15.36,
1997-05-01,63.2920150963002,43.2496673893,,48.0837164073912,2.66366666666667,,13.88,
1997-06-01,63.9696217542091,43.2891524894916,,48.6059947756888,2.65564285714286,,9.16,
1997-07-01,63.6516615300719,43.0899270562555,,49.0087954629047,2.65161904761905,,7.96,
1997-08-01,63.3689894802479,42.8863026293537,,49.119921489448,2.65367380952381,,12.78,
1997-09-01,66.1943787897749,44.735545308446,,49.2635861953205,2.64406818181818,,10.74,
1997-10-01,62.2192312389001,42.3573554000516,,49.3382310172215,2.66259090909091,,10.69,
1997-11-01,60.8588263904104,41.1199061334357,,49.3765411425534,2.7197,,14.75,
1997-12-01,59.7213762369044,39.7214127258872,,49.691557802778,2.71640476190476,,12.8,
1998-01-01,59.501777835468,39.2822305891932,,50.1419166770814,2.7442619047619,,11.04,
1998-02-01,61.6284544231556,40.3467972085911,,50.7609674468296,2.798225,,19.96,
1998-03-01,60.3294161582987,39.1975835609141,,51.4304225486563,2.80565909090909,,12.56,
1998-04-01,62.1309413215964,39.8539626009853,,51.7447184724816,2.81865,,13.36,
1998-05-01,63.2883019519055,40.2580578078174,,52.0518042549097,2.842775,,15.81,
1998-06-01,62.8172831010365,39.2222270450648,,52.3278782359875,2.90602380952381,,19.87,
1998-07-01,60.7977169494367,38.3579127030715,,52.6565319510118,2.9187619047619,,25.18,
1998-08-01,62.3925583851213,38.8153714246309,,52.7957764180424,2.96033333333333,,21.54,
1998-09-01,61.2558015554733,38.2076801315504,,52.511745868179,3.04111363636364,,38.97,
1998-10-01,60.2817329411871,37.7311367999457,,52.3359014624748,3.048675,,21.54,
1998-11-01,57.9981456031532,35.7300358705457,,52.3518180718014,3.09135714285714,,14.7,
1998-12-01,56.9683005261257,35.0030289589747,,52.6764271919068,3.13407142857143,,12.94,
1999-01-01,57.7529799252014,35.5773072704273,,52.6838123097708,3.2473,,14.71,
1999-02-01,58.9324021292607,35.8415576032994,,52.8497413823517,3.394475,,22.05,
1999-03-01,59.387669003637,35.9656172758093,,53.173232597252,3.37821739130435,,22.26,
1999-04-01,57.4849158116129,35.3581421675651,,53.4867862597952,3.34795,,16.82,
1999-05-01,53.3849775646426,34.1932163776462,,53.7387995879749,3.331,,12.12,
1999-06-01,57.3363561761216,34.7291876478862,,53.8353192456401,3.3377380952381,,11.58,
1999-07-01,53.7456781318322,34.2681346995048,,53.9770328250367,3.32255,,7.09,
1999-08-01,57.4950848505595,35.8115166489408,,54.0693884594007,3.36140476190476,,6.4,
1999-09-01,58.3683117431407,36.8127340205751,,54.3180952878372,3.41813636363636,,14.73,
1999-10-01,58.849597227435,37.4667815661956,,54.2524957771825,3.472375,,18.9,
1999-11-01,58.6157505801484,37.9036192296196,,54.402979704806,3.48169047619048,,17.39,
1999-12-01,57.4542994862463,37.4450231910077,,54.6393631906464,3.48384090909091,,16.91,
2000-01-01,59.0970660454309,38.0463444184292,,54.6772310143538,3.49945238095238,,16.06,
2000-02-01,58.0511729900664,37.975455847336,,54.9397526514611,3.45595238095238,,9.55,
2000-03-01,57.4415169546282,37.7417497104515,,55.2371182134136,3.44286956521739,,10.9,
2000-04-01,55.8367724586526,36.5052177055226,,55.5197093735317,3.47888888888889,,13.72,
2000-05-01,56.3504674413015,36.6861056961416,,55.5290150664251,3.50331818181818,,15.84,
2000-06-01,56.0050732353584,37.2070598460529,,55.5647123487218,3.48702380952381,,13.59,
2000-07-01,57.1608809602003,37.8891900267543,,55.8516050136507,3.480325,,11.25,
2000-08-01,56.0472995166184,37.3041581782285,,56.1130254099784,3.47754545454545,,8.53,
2000-09-01,56.8333012450776,38.3755721974009,,56.4250480284363,3.48492857142857,,13.25,
2000-10-01,55.3723778668758,37.344256258151,,56.5563303718728,3.50034090909091,,14.51,
2000-11-01,56.371308574566,38.1303735492957,,56.592420656869,3.52847619047619,,14.03,
2000-12-01,54.5986730013366,35.9129210361785,,56.6797255816296,3.51957894736842,,11.41,
2001-01-01,54.511450600072,36.1120488713811,,56.7861036356312,3.52268181818182,,10.7821350718701,
2001-02-01,56.8208655392999,37.6483059715881,,56.9254362852463,3.52845,,10.9672516785063,
2001-03-01,56.4600729712537,36.8777260211939,,57.2145661492874,3.51979545454545,,10.333169950374,
2001-04-01,54.255700943638,35.3960002575431,,56.9763634636722,3.55873684210526,,12.5193808441754,
2001-05-01,55.6304103246218,36.3045077679739,,56.9901942424174,3.60004545454545,,12.655996288202,
2001-06-01,56.284128213242,36.0821659989673,,56.9574632278449,3.5307575,,16.0208643457383,
2001-07-01,56.765323562134,36.0920324525045,,57.0558569390185,3.50330952380952,,8.38630329384715,
2001-08-01,56.4284782673464,36.2325364166404,,56.8829892163045,3.49159,,5.67148547717842,
2001-09-01,55.7467548193833,36.0111739926723,,56.9186878873034,3.490025,,5.85477413470309,
2001-10-01,56.5031252400655,35.2770693286559,,56.9400190461884,3.46006818181818,,4.51274977534515,
2001-11-01,58.0670245984948,35.4380724532446,,56.6593810955995,3.439575,,3.51109725824379,
2001-12-01,58.4792566028175,35.9314355748665,,56.607542928584,3.43536,,3.14634291793404,
2002-01-01,58.3720373211491,35.1684501320816,,56.3132255677808,3.4595,,2.7,
2002-02-01,59.1426895014836,36.5381672140483,,56.2910820181566,3.4766,,2.6,
2002-03-01,60.5006858219369,37.3282533635919,,56.594160700623,3.45623684210526,,2.5,
2002-04-01,60.4225738552594,37.7392004162953,,57.0069121328661,3.43881818181818,,2.5,60.0877192982456
2002-05-01,60.2916114246036,38.2630535552284,,57.0860494061191,3.45140909090909,,2.5,61.094674556213
2002-06-01,60.648262992005,38.1538057617143,,56.9563043559274,3.48066578947368,,2.6,49.3939393939394
2002-07-01,61.8230338559566,39.2153148864139,,56.9758454777822,3.53297619047619,,2.91417761121695,56.2314540059347
2002-08-01,59.8656572125247,38.3492686863716,,57.0333301076098,3.57011904761905,,2.9261900527595,57.1646341463415
2002-09-01,59.009508064435,38.2736911418378,,57.3034139221012,3.61902380952381,,5.4,57.624633431085
2002-10-01,60.6786981629916,39.1612466154974,,57.7148308116088,3.61499523809524,,4.60998851102941,60.2678571428571
2002-11-01,62.1476782428491,39.9118767444495,,57.484334034047,3.583275,,3.93,65.9159159159159
2002-12-01,61.3919728693808,39.4166402605308,,57.4656247447609,3.5142380952381,,3.8,71.1940298507463
2003-01-01,60.2151302483616,39.8713407535878,74.9977524598527,57.5986117200474,3.49395454545455,,3.75,70.9439528023599
2003-02-01,60.3657532364754,41.1635487876196,75.8793511302686,57.8686483186668,3.48395,,3.8,66.9139465875371
2003-03-01,58.4999080273631,40.1081720925706,76.0664104869628,58.5154925726066,3.47915952380952,,3.82,60.0294985250737
2003-04-01,56.8424455049996,38.36124327018,76.6881402309976,58.4857333805668,3.464625,,3.84,65.5325443786982
2003-05-01,59.315783875311,39.8838570162501,76.8605892287249,58.467003260749,3.48114761904762,,3.78,52.9585798816568
2003-06-01,59.5225341625469,40.6151028339416,77.8514251689058,58.1903786592813,3.4787619047619,,3.74,54.8632218844985
2003-07-01,60.7877675697984,41.1795649599252,77.4160368562841,58.1035486706451,3.47140476190476,,3.47,56.0606060606061
2003-08-01,61.0434820954298,41.4420253959411,78.1299096609216,58.11136706357,3.4802619047619,,3.01,57.7507598784195
2003-09-01,63.7538855725102,43.0794383097149,78.3473506201243,58.4359761836754,3.48086363636364,2.75,2.77,57.4850299401198
2003-10-01,63.2017381006186,43.1528823352817,78.9081423431176,58.464628580127,3.47820454545454,2.75,2.71,60.207100591716
2003-11-01,66.8301475271152,45.9844907760847,75.2093042489586,58.5626647005052,3.47775,2.5,2.6,58.6826347305389
